sentence	target
W Hongkongu zmarły cztery osoby zarażone wirusem ptasiej grypy .	placeName
Zwroty i przenosnie wydają się banalne .	noEntity
Potem roztworem chemicznym starannie spryskano bezcenne posągi i stare mozaiki .	noEntity
Planowana jest przebudowa oficjalnej strony gminy Goleniów .	placeName
1 lutego 1982 r . - pojawiły się talony na benzynę ( w zależności od pojemności samochodu - od 24 l do 45 l miesięcznie ) .	time
Zamierzano wykonać osiem otworów wiertniczych w rejonie tzw . Blake Nose Plateau .	geogName
Zdążyć . . .	noEntity
Serbowie i Albańczycy z Kosowa podpisali w poniedziałek porozumienie o szkolnictwie , przewidujące stopniowy powrót Albańczyków do szkół państwowych i na uniwersytet .	placeName
– powódź w Itali ?	placeName
Wiadomość taką podały w sobotę media teherańskie .	placeName
Przeżywały potem to , co się stało , każda osobno . . .	noEntity
Parę miesięcy temu otrzymali śmy program prac naszej Izby na kilka miesięcy .	orgName
Niektórzy z nich bowiem nabytą w szkole wiedzę teoretyczną z zakresu translatoryki stosowali w praktyce przekładając różnorodne teksty z języków obcych na język rosyjski :	placeName
Kto nami rządzi napisał ostatnio Urban w NIE .	persName
No nie wiem jak Katarzysia , ja tak :)	persName
- Powracamy do rozpatrzenia punktu 20 porządku dziennego : Pierwsze czytanie komisyjnego projektu rezolucji w sprawie przeciwdziałania bezrobociu wśród młodzieży .	noEntity
Wszem i wobec obwieszczono sukces twardego stanowiska Zachodu .	orgName
Zawodowe uprawianie miłości bywa w Polsce ganione .	placeName
Na pytanie dlaczego przewoziła tak dużą gotówkę w reklamówce gliwiczanka odpowiedziała , że . . . chciała zmylić potencjalnego złodzieja .	placeName
Karolina przecież poszła do tego do Niebrzydowskiego tak ?	persName
W zamian białoruskie władze pomogą im w znalezieniu nowych pomieszczeń i wypłacą odszkodowanie za zmianę standardu i inne niedogodności .	placeName
2 . Wykaz gmin , wchodzących w dniu 1 stycznia 1999 r . w skład województw , określa załącznik do ustawy .	time
- Więc nie wiesz , jak to jest naprawdę ?	noEntity
- Bo najciekawsze jest to , że imiona nadają sobie od urodzenia i używają ich aż do śmierci - cieszy się z odkrycia 40--letni naukowiec .	noEntity
Operacja chińskiego chłopczyka , który przyszedł na świat z trzema rączkami , zakończyła się sukcesem .	placeName
– no wszystko jedno ale jaki tam kurcze wybetonowany . .	noEntity
Prezydent był zainteresowany ocenami , które przedstawiał Wojciech Olejniczak - relacjonuje spotkanie Szmajdziński .	persName
Rok 1997 przyniósł wiele przeobrażeń i decyzji kształtujących nowe oblicze całego systemu obronnego .	time
Rak 22 . 6 . — 22 . 7 . : Bardzo pomyślne prognozy dla dalszego rozwoju spraw zawodowych .	time
- Też musiał em się uśmiechnąć .	noEntity
Nie ma w tym zaczepnej brutalności Niemców , wyzywającej do walki , żadnego " Drang " .	placeName
Ale nim zamkniemy naszą ucztę jego rozkoszami , przypomnijmy , jak potrafiły one wkomponować się w świętą winną zwyczajność .	noEntity
Jeżeli zlegalizowało by się aborcje dla wielu osób była by to nowa metoda antykoncepcji .	noEntity
- Pani mówi : Jezu .	persName
Gówniarz ! - rozwrzeszczał się Jasio .	persName
Unijna forsa gryzie tylko rolników .	orgName
no dobrze	noEntity
Jezus , już jako zmartwychwstały Pan , dzieli się sobą i tym , co posiada .	persName
Zamiast szarości widzieli rajskie ogrody .	noEntity
Policjanci z Pieniężna od dawna szykowali się do akcji przeciwko miejscowym kłusownikom .	placeName
Do Komitetu !	orgName
Polska jest pod wpływem niżu z centrum nad Litwą	placeName
Właściciel gołębi ocenił straty na 3,5 tys . zł .	noEntity
Poprawki siódma i ósma powodują odwołanie się do odrębnych przepisów dotyczących badania zgodności urządzeń , ponieważ ustawa przywołana w art . 18 ust . 4 straci moc 1 stycznia 2003 r .	time
Przyprowadzili go do naszej brygady i mówią : - Pan Pisarz chciał by z wami pogadać .	persName
Czy więc dobro może być zbudowane tylko na tym , co złe ?	noEntity
Przez opóźnienie Endeavour musiał gonić po orbicie stację Alfa 600 km nad powierzchnią Ziemi .	geogName
Bardzo proszę o nieprowadzenie polemiki z ław , a pana posła Kalisza proszę o nieodpowiadanie na tego typu zaczepki , bo pan je legitymizuje w ten sposób .	persName
Niestety jednak nie umiał się zachowywać jak Indianin .	placeName
Fortunę podarował swoim dzieciom czy oddał Solidarności ?	orgName
Znajdź i natychmiast mnie z nim połącz .	noEntity
Dariusz Przywieczerski bywał u nich regularnie , raz , dwa razy w tygodniu .	persName
I skrajna opinia z drugiej strony - nastąpi koniec świata , a po wejściu okaże się , że ani jedno , ani drugie .	noEntity
Jeśli tłumacz chciał wykazać się poczuciem humoru , to czemuż nie nazwał kwarka t ( skrót od angielskiego top ) choćby odlotowym ?	placeName
Poznańska filharmonia od niedawna może się pochwalić wspaniałą złotą " zdobyczą " - okazałą harfą pozłacaną 24-karatowym złotem !	placeName
Z korytarza wszedł parobek Wicek : - Proszę pani , kawa jeszcze jest ?	persName
Łucja ma problem .	persName
Zgodnie z raportem WHO choroba ta zabiera więcej ofiar niż malaria i AIDS łącznie .	orgName
Wtedy zza krzaków wyleciał ten wielki , dziwny pies i zaczął straszliwie ujadać kłapiąc zębami niebezpiecznie blisko łydek Wicia .	persName
W 2005 r . objęto taką opieką ponad 140 tys . osób w naszym województwie , w tym blisko 40 tys . zgłosiło się do poradni zdrowia psychicznego po raz pierwszy w życiu .	time
Czy nowa białoruska elita intelektualna jest już ukształtowana ?	placeName
- Pożar zaczyna się od małej iskierki .	noEntity
Krew parowała czerwono w szare niebo , aż zaczęło zabarwiać się karminowo na wschodzie .	noEntity
Wcześniej we " Włókienniku " przedstawiono program przeznaczony dla szkolnictwa zawodowego i przeszkolono nauczycieli .	orgName
A za nimi kryją się tysiące innych : miłość , rodzina , żłobek , mama , tata , choinka , śnieg , prezenty , pasterka , Wigilia . . .	noEntity
Zestawy utworzono po to , aby przykładowo każdy z członków rodziny mógł skorzystać z programu i wypełnić własne rozliczenie podatkowe ( rys . 1 ) .	noEntity
THUN .	placeName
Wielu Niemców było bardzo związanych z Toruniem , wielu się spolonizowało .	placeName
Trzeba zapłacić pierwszą ratę , 187 zł 50 gr , bo miesiąc kosztuje 375 zł .	noEntity
- PGNiG dogadał się z urzędnikiem nie patrząc na odbiorców .	orgName
– no przecież do Lublina to przez Zwoleń .	placeName
Koledzy , szkoła w podkrakowskim Podgórzu ( dziś to dzielnica miasta ) , nauczyciele , miasto , teatr i stryj ojca , ministerialny urzędnik " we Widniu " , wobec którego ojciec zachowywał się z pokorną uniżonością .	placeName
I już " językiem Dantego " wygłosił teologiczną rozprawę na temat początków chrześcijaństwa i tradycji .	persName
Nie potrafił em i nie chciał em w sposób mistrzowski manipulować społecznością .	noEntity
– a mówiła m że taniej by mnie wyszło prosto jakby m leciała do tej Marsylii niż jak muszę jechać do Paryża lecieć	placeName
Jednej gminie trudno jest zorganizować system obejmujący segregację , zakłady przerabiające surowce wtórne , firmy utylizujące odpady nie nadające się do powtórnego wykorzystania oraz wysypiska dla tego czego nie można , ani przerobić , ani unieszkodliwić .	noEntity
– to za co aż tyle pani płaci ?	noEntity
sąd odbywał się był połączony z obrzędami pogańskimi odbywał się w miejscach . świętych pogańskich	noEntity
Naciąg strun odbywał się jednocześnie dla całego masztu , czyli w zależności od typu masztu naciągano 12 , 16 lub 18 strun .	noEntity
Drugi zaplanowano na 2006 r .	time
2 km na pn . od Wysokiej ( dojazd drogą brukowaną ze wsch . krańca wsi , po 1 km drogą polną ) w lesie znajduje się wjazd w system tuneli łączących poszczególne forty MRU .	placeName
Lilith podrywa się jak dźgnięta szydłem .	persName
( Einstein przez dzisiejszy system , by się nie przedarł )	persName
– a jakiś nie wiem traci właściwości	noEntity
- W porządku .	noEntity
Zapoznali się oni z pomysłem stworzenia w budynku po byłym więzieniu przy ulicy Zamkowej galerii designu współczesnego .	geogName
– czemu ?	noEntity
a jak ostatnio na ręcznej tam była m to Zenon tam ma pierwszy rok i tam skip c zaliczały laski .	persName
jesteśmy w Koszalinie .	placeName
- Jadę statkiem z tatkiem Tadkiem - mówi .	persName
– Ostrówek jakiś gdzieś jakiś coś . .	placeName
Teraz , według badań opinii publicznej , aż 80 proc . mieszkańców Białorusi poniżej 31 lat jest za niepodległością .	placeName
Co sami mamy o tym sądzić ? - nie wiadomo .	noEntity
Oczywiście wędki są trochę inne , niż takie na płotki , bo tuńczyki jednak ważą po parędziesiąt kilo .	noEntity
Polska może na tym stracić najbardziej .	placeName
Żydzi mieszkają tam na szczycie skalistego wzgórza w domach z charakterystycznego jasnego kamienia jerozolimskiego .	placeName
Miał absolutne poczucie , że to jest władza Polsce narzucona z zewnątrz .	orgName
– tak że tutaj Renia w sumie z mamą cały czas to . .	persName
- Na terytorium Polski ?	placeName
Piszemy potem w stukocie remontów , jakby szewcy Witkacego mnie odwiedzili .	persName
W trakcie rozmowy Elizabeth ze zdumieniem zdała sobie sprawę z dwóch rzeczy : że francuszczyzna jej rozmówczyni jest nienaganna i że , mimo wyglądu żebraczki , stara kobieta jest osobą wysoce inteligentną .	persName
Tym razem technik kryminalny z Nowego Miasta Lubawskiego .	placeName
Dwukrotnie SKO przyznało im rację .	orgName
Z przodu , jakby w jego cieniu , odegrany zostanie " Nasz człowiek " Aleksandra Ostrowskiego .	persName
Jak chcecie , to przyjeżdżajcie , będę z wami gadał , ale się rozczarujecie .	noEntity
24 . VII . 1997	time
drugi fakt jest taki że pan poseł Ziobro . nie wypiera się tego czynu	persName
– no mormon może mieć więcej niż jedną żonę	orgName
Światło jest .	noEntity
W grudniu przygotowano 10-punktowy projekt porozumienia .	time
Fałszywego księdza przewieziono do więzienia w Rawiczu .	placeName
A co do Podrackiego : w słowniku są hasła , słownik je zawiera .	persName
– Pająkowska była sama czy z chłopcem ?	persName
Ze stanu upadłości doprowadzili śmy zakład do czołówki wojewódzkiej , a mamy nadzieję znaleźć się w czołówce europejskiej .	geogName
Byli może potężniejsi , ale Magwer nie uważał się za ułomka .	persName
Flora już wszystko zrobiła .	persName
Polak , Francuz i Turek zdają egzamin na niemieckie obywatelstwo .	placeName
Może tylko standardy są nieco inne , i . . . niższe niż w Polsce .	placeName
Nurkowa zapewniała , że leki , które zlecił , są podawane .	persName
Ale jak płacimy , to się okaże na końcu - igra sobie Pan Marek z domysłami wątpiących .	persName
Przychodzą z młotkami i łomami , grzebią w otwartych grobowcach , szukając pierścionków , obrączek , złotych zębów .	noEntity
" Wprost " : - Zaczęły się " schody " ?	orgName
Prowincję tę zamieszkuje 400-tys . mniejszość węgierska .	placeName
Zadanie wynikające z moralnego nakazu miłości bliźniego , który w udręce konania w sposób szczególny potrzebuje umocnienia wiary i nadziei w miłosierdzie Chrystusa , w potęgę Jego krzyżowej zbawczej ofiary .	persName
To wcale nie znaczy , że nietypowa towarzyszka przestała sprawiać kłopoty .	noEntity
– tak tak tak .	noEntity
Bo my , uważasz , Europę kładziemy brzuchem do góry , a potem stroną odwrotną , oglądamy , macamy ladacznicę i wiemy , jaka ona , co z czym , po co i do czego .	orgName
- Kto ma dzisiaj coś do ruskich ?	placeName
- Co by śmy bez ciebie zrobili , Hans ? - powiedział Friedrich .	persName
- Co ważniejsze : Sejm czy Prokuratura ?	orgName
Beata nigdy nie zobaczyła swojego wydrukowanego Aniołka .	persName
Izrael jawi się jako „ normalny ” , piękny i wielokulturowy kraj .	placeName
- Co ? !	noEntity
Ludzie klną na czym świat stoi i zostawiają samochody na ulicy , blokując połowę jezdni .	noEntity
Wydawnictwo RM udostępniło kiedyś jeden rozdział ( czy jego fragment ) tłumaczenia , ale nie pamiętam gdzie .	orgName
Tego dnia nie tylko Żanna miała swoje święto .	persName
Mamy w Polsce wielogłos w sprawie patriotyzmu .	placeName
bo by ś jakąś kiszkę taką robił nie ?	noEntity
Absolutną nowością , jaką zaprezentowano w Chlewiskach był natomiast model Auris .	placeName
Aby mogła panować nicość , nie muszą być spełnione żadne warunki , nic nie musi się stać .	noEntity
Łapcie się za portfele !	noEntity
CKM : I żadnych wymagań co do wyglądu ?	orgName
O takie dofinansowanie ubiegają się dwa toruńskie szpitale : miejski i wojewódzki .	placeName
Początek meczu o godzinie 12 . 00 .	time
Projekt ten został anulowany w 1971 roku z powodu trudności w realizacji postawionych przed nim wymagań .	time
Później uformowany został pochód , który przeszedł przez miasto , mijając m.in . dawną siedzibę Nowodworka .	orgName
- Skoro tak - pokiwał głową z rezygnacją - to chodź , poznasz Julię .	persName
Poszedł do Canossy ?	placeName
Deportacje wkrótce przetrzebiły Polaków .	placeName
Co roku zaprasza do miasta Niemców , którzy tu mieszkali .	placeName
Wszystko to rośnie na szungitowej glebie ( o szungicie innym razem napiszę ) podkarmianej dwa razy w roku gnojówką z końskiego nawozu i sfermentowanego mlecza , którą się wystaje niczym ormiański koniak - bez grama chemii .	placeName
Koniec bocznicy ze Starego Czarnowa .	placeName
Ale liczni proboszczowie w XIX wieku także nie spieszyli się z szerzeniem oświaty wśród wszystkich chłopców .	time
W kolejnych numerach SZTAFETY będziemy informować o szczegółach imprez z okazji Dni Stalowej Woli oraz relacjonować ich przebieg .	placeName
W Berchtesgaden specjalnością jest tor saneczkowy , na którym osiąga się niebywałe prędkości .	geogName
Twoja mama mówi , że we Warszawie kupi się po sto .	placeName
Do momentu zerwania przez SLD z demokratami , wewnętrzny poziom zaufania w LiD cały czas rósł , z grubsza wiedzieli śmy , w jaką stronę idziemy .	orgName
Radykalnie negując ład istniejący na ziemiach ukraińskich w Polsce i ZSRR , nacjonalizm odrzucał każdą próbę prowadzenia polityki w ramach realnego układu sił .	placeName
Otto von Bismarck : Tylko taki kłopot mały jest .	persName
Chyba , że znasz inną metodę czytania postów ?	noEntity
Ale którejś wiosny Janek się nie zjawia .	persName
- Nasza prośba dotyczy przedyskutowania sprawy przez Komitet Wykonawczy UEFA .	orgName
Przypominał mi glinę , gdy go gniotł em palcem .	noEntity
To , że Ty nie musisz wykładać na to pieniędzy w przychodni , nie znaczy , że szczepionki sa bezpłatne .	noEntity
W Parlamencie Europejskim będzie przedstawiony projekt rezolucji eksponującej etos ruchu " S " , jako aktualne do dziś przesłanie dla współczesnego świata , pełnego przemocy i terroru .	orgName
Dlatego podwyższa oprocentowanie udzielanych kredytów .	noEntity
